2023-05-03     4,091.93      18.64     0.39     0.76     0.18     0.06     0.02     0.01      18.34
2023-05-04     4,061.60      19.92     0.67     0.60     0.20     0.11     0.09    -0.02      20.09
2023-05-05     4,134.78      16.69    -2.10    -1.11    -0.66    -0.35    -0.25    -0.02      17.19
2023-05-08     4,137.75      16.79    -0.08    -0.07     0.06     0.00     0.14    -0.00      16.98
2023-05-09     4,119.35      17.61     0.33     0.67     0.10     0.06    -0.11     0.01      17.71
2023-05-10     4,137.47      16.90    -0.44    -0.48    -0.14    -0.07     0.07     0.01      16.94
2023-05-11     4,130.59      16.52     0.00    -0.35     0.02    -0.00     0.03     0.00      16.93
2023-05-12     4,123.78      16.28     0.04    -0.28     0.01     0.00     0.06    -0.01      17.03
2023-05-15     4,137.24      17.21    -0.37     0.82    -0.05    -0.06     0.06    -0.01      17.12
2023-05-16     4,110.02      18.16     0.56     0.68     0.13     0.07     0.06    -0.00      17.99
2023-05-17     4,158.35      16.74    -1.35    -0.28    -0.43    -0.15    -0.11     0.02      16.87
2023-05-18     4,197.84      16.11    -0.93     0.41    -0.39    -0.18    -0.16    -0.03      16.05
2023-05-19     4,191.97      16.44     0.07     0.39     0.00    -0.02    -0.01    -0.02      16.81
2023-05-22     4,192.65      16.96    -0.01     0.29     0.05    -0.02     0.09    -0.02      17.21
2023-05-23     4,145.82      18.39     1.13     0.18     0.46     0.21     0.35     0.01      18.53
2023-05-24     4,115.13      20.10     0.85     0.55     0.30     0.14     0.22    -0.01      20.03
2023-05-25     4,151.52      18.90    -1.08    -0.27    -0.36    -0.16    -0.09    -0.01      19.14
2023-05-26     4,205.04      17.70    -1.50     0.09    -0.50    -0.22    -0.13    -0.02      17.95
2023-05-30     4,205.47      17.43    -0.01     0.14    -0.06     0.02    -0.17    -0.01      17.46
2023-05-31     4,181.10      17.64     0.33    -0.09     0.10     0.01     0.07    -0.02      17.94
2023-06-01     4,221.32      15.64    -1.07    -0.58    -0.40    -0.14    -0.28     0.01      15.65
2023-06-02     4,281.37      14.28    -1.38     0.37    -0.57    -0.14    -0.49     0.03      14.60
2023-06-05     4,274.80      14.28     0.00     0.01     0.05     0.00     0.02    -0.02      14.73
2023-06-06     4,283.47      13.70    -0.06    -0.38    -0.02    -0.03     0.10    -0.02      13.96
2023-06-07     4,268.17      13.93     0.15    -0.12     0.10     0.04     0.13    -0.01      13.94
2023-06-08     4,294.38      13.48    -0.40    -0.11    -0.13    -0.08    -0.04    -0.03      13.65
2023-06-09     4,299.49      13.48    -0.07     0.06    -0.03    -0.02     0.01    -0.01      13.83
2023-06-12     4,339.77      14.66    -0.63     1.20    -0.03    -0.06    -0.18    -0.03      15.01
2023-06-13     4,369.30      14.52    -0.21     0.42    -0.28    -0.08     0.00    -0.03      14.61
2023-06-14     4,373.18      13.91    -0.04    -0.18    -0.07     0.00    -0.18    -0.00      13.88
2023-06-15     4,426.17      14.29    -0.57     0.92    -0.20    -0.13    -0.23    -0.04      14.50
2023-06-16     4,410.80      13.30     0.14    -0.65     0.02     0.05    -0.13     0.05      13.54
2023-06-20     4,389.05      13.85     0.21     0.54     0.08     0.00    -0.01    -0.03      13.88
2023-06-21     4,365.45      13.12     0.28    -0.90     0.15     0.04     0.10    -0.01      13.20
2023-06-22     4,381.76      12.58    -0.25    -0.31    -0.08    -0.06    -0.03    -0.00      12.91
2023-06-23     4,348.45      12.93     0.49    -0.22     0.19     0.08     0.24     0.00      13.44
2023-06-26     4,329.43      13.97     0.23     0.51     0.13     0.05     0.11    -0.02      14.25
2023-06-27     4,378.07      13.73    -0.58     0.56    -0.31    -0.13    -0.30    -0.00      13.74
2023-06-28     4,377.51      13.43     0.00    -0.08    -0.02     0.01    -0.13    -0.00      13.43
2023-06-29     4,397.04      13.32    -0.26     0.12    -0.09    -0.07    -0.02    -0.02      13.54
2023-06-30     4,450.23      12.96    -0.78     0.30    -0.29    -0.15    -0.11    -0.00      13.59
2023-07-03     4,455.59      13.36    -0.26     0.46    -0.02    -0.04    -0.07    -0.04      13.57
2023-07-05     4,446.65      14.15     0.06     0.83     0.02    -0.07    -0.02    -0.03      14.18
2023-07-06     4,411.58      15.20     0.50     0.30     0.20     0.04     0.17    -0.02      15.44
2023-07-07     4,399.17      14.57     0.09    -0.57     0.01     0.04    -0.00     0.03      14.83
2023-07-10     4,410.22      14.85    -0.17     0.47    -0.06    -0.03    -0.05    -0.03      15.07
2023-07-11     4,439.03      14.87    -0.52     0.47    -0.17    -0.04    -0.00    -0.02      14.84
2023-07-12     4,473.10      13.58    -0.56    -0.54    -0.20    -0.07    -0.08    -0.01      13.54
2023-07-13     4,509.62      13.46    -0.49     0.43    -0.18    -0.08    -0.12    -0.02      13.61
2023-07-14     4,506.40      13.16     0.00    -0.33    -0.03     0.02    -0.07     0.01      13.34
2023-07-17     4,522.64      13.49    -0.25     0.56    -0.08    -0.03     0.01    -0.03      13.48
2023-07-18     4,555.35      13.47    -0.27     0.20    -0.12    -0.04    -0.15     0.00      13.30
2023-07-19     4,565.25      13.61    -0.00     0.29     0.01    -0.04     0.07    -0.03      13.76
2023-07-20     4,536.20      13.84     0.32    -0.27     0.11     0.05     0.19    -0.00      13.99
2023-07-21     4,535.89      13.36     0.00    -0.42     0.01     0.02     0.02     0.01      13.60
2023-07-24     4,554.96      13.64    -0.19     0.45    -0.08    -0.07     0.01    -0.02      13.91
2023-07-25     4,567.30      13.88    -0.20     0.37     0.02    -0.05     0.03    -0.02      13.86
2023-07-26     4,567.72      13.27     0.00    -0.39    -0.03     0.02    -0.07     0.01      13.19
2023-07-27     4,537.82      14.45     0.44     0.38     0.19     0.02     0.32    -0.03      14.41
2023-07-28     4,581.96      13.08    -0.71    -0.16    -0.34    -0.09    -0.47     0.01      13.33
2023-07-31     4,589.87      13.49    -0.14     0.11     0.11     0.06     0.06    -0.01      13.63
2023-08-01     4,576.94      13.69    -0.10     0.26     0.01     0.02     0.00    -0.00      13.93
2023-08-02     4,513.65      16.00     0.93     0.86     0.33     0.13     0.36    -0.02      16.09
2023-08-03     4,501.06      16.36    -0.06     0.35    -0.02    -0.05     0.02    -0.01      15.92
2023-08-04     4,478.55      17.01     0.22    -0.22     0.16     0.07     0.31    -0.01      17.10
2023-08-07     4,518.31      15.65    -0.75    -0.35    -0.23    -0.09    -0.31    -0.02      15.77
2023-08-08     4,499.08      15.91     0.23     0.30     0.08     0.05    -0.19    -0.02      15.99
2023-08-09     4,467.98      16.12     0.50     0.04     0.14     0.11    -0.07     0.03      15.96
2023-08-10     4,469.23      15.71     0.00    -0.33    -0.02     0.00     0.02     0.00      15.85
2023-08-11     4,463.76      14.72     0.03    -0.70     0.00     0.02    -0.05     0.02      14.84
2023-08-14     4,489.99      14.77    -0.47     0.33    -0.15    -0.08     0.05    -0.02      14.82
2023-08-15     4,438.11      16.30     0.82     0.63     0.32     0.19     0.16     0.05      16.46
2023-08-16     4,404.07      16.69     0.58    -0.18     0.20     0.16     0.08     0.02      16.78
2023-08-17     4,369.74      17.59     0.65     0.09     0.22     0.14     0.19     0.02      17.89
2023-08-18     4,370.44      17.01    -0.01    -0.62    -0.05     0.03    -0.06     0.02      17.30
2023-08-21     4,400.13      16.98    -0.56     0.51    -0.15    -0.10    -0.06    -0.04      17.13
2023-08-22     4,387.69      17.03     0.09     0.04     0.01     0.03    -0.12     0.00      16.97
2023-08-23     4,436.39      16.02    -0.78    -0.13    -0.21    -0.17    -0.15    -0.02      15.98
2023-08-24     4,375.70      16.94     1.12    -0.12     0.37     0.23     0.19     0.04      17.20
2023-08-25     4,405.65      15.40    -0.63    -0.93    -0.15    -0.09    -0.08     0.02      15.68
2023-08-28     4,433.62      15.04    -0.51     0.34    -0.25    -0.12    -0.09    -0.02      15.08
2023-08-29     4,497.70      14.40    -1.25     0.35    -0.37    -0.15    -0.06    -0.05      14.45
2023-08-30     4,515.48      13.85    -0.00    -0.53    -0.01     0.02     0.09     0.03      13.88
2023-08-31     4,509.20      13.44    -0.01    -0.46     0.03     0.04     0.00     0.01      13.57
2023-09-01     4,516.02      12.80    -0.10    -0.46    -0.01    -0.03     0.05    -0.01      13.09
2023-09-05     4,496.38      13.84     0.22     0.67     0.10     0.08     0.01    -0.01      14.01
2023-09-06     4,465.78      14.32     0.52     0.06     0.21     0.07     0.09    -0.01      14.45
2023-09-07     4,451.82      14.27     0.17     0.02     0.01     0.01    -0.08     0.00      14.40
2023-09-08     4,457.83      13.67    -0.11    -0.61    -0.04     0.03     0.05     0.02      13.84
2023-09-11     4,487.73      13.65    -0.43     0.26    -0.16    -0.05    -0.10    -0.01      13.80
2023-09-12     4,461.94      14.25     0.33     0.48     0.09     0.02     0.11    -0.01      14.23
2023-09-13     4,467.77      13.53    -0.12    -0.63    -0.01     0.02     0.02     0.03      13.48
2023-09-14     4,505.26      12.80    -0.61    -0.44    -0.16    -0.10     0.05     0.00      12.82
2023-09-15     4,449.99      13.75     0.96     0.10     0.26     0.16     0.18     0.02      13.79
2023-09-18     4,453.66      13.96    -0.01     0.43     0.00    -0.01    -0.12    -0.02      14.00
2023-09-19     4,444.15      14.16     0.00     0.17    -0.02     0.04    -0.13    -0.00      14.11
2023-09-20     4,401.93      14.92     0.56     0.17     0.18     0.13     0.09     0.03      15.14
2023-09-21     4,329.76      17.07     1.18     0.65     0.39     0.25     0.30     0.04      17.54
2023-09-22     4,321.33      16.91     0.07    -0.13    -0.01    -0.01    -0.02    -0.01      17.20
2023-09-25     4,337.98      16.65    -0.28     0.34    -0.11    -0.07    -0.25    -0.02      16.90
2023-09-26     4,273.67      19.07     0.99     0.84     0.36     0.28     0.28     0.06      18.94
2023-09-27     4,274.72      18.39     0.00    -0.53    -0.00     0.03    -0.12     0.02      18.22
2023-09-28     4,299.14      17.17    -0.41    -0.44    -0.18    -0.10    -0.16     0.00      17.34
2023-09-29     4,286.60      17.20     0.15     0.01     0.03     0.04     0.00    -0.02      17.52
2023-10-02     4,288.24      17.59    -0.07     0.49    -0.01    -0.00    -0.17    -0.01      17.61
2023-10-03     4,230.29      19.89     0.78     0.99     0.27     0.25     0.28     0.05      19.78
2023-10-04     4,265.10      18.39    -0.48    -0.77    -0.11    -0.09    -0.14     0.00      18.58
2023-10-05     4,258.25      18.22     0.02    -0.26     0.01     0.02     0.06     0.01      18.49
2023-10-06     4,307.68      17.21    -0.71    -0.17    -0.22    -0.12    -0.15    -0.01      17.45
2023-10-09     4,334.89      17.61    -0.32     0.39    -0.05    -0.11     0.09    -0.04      17.70
2023-10-10     4,358.63      17.03    -0.38    -0.41    -0.08    -0.02     0.20     0.01      17.03
2023-10-11     4,376.78      16.30    -0.26    -0.38    -0.05    -0.07     0.01    -0.02      16.09
2023-10-12     4,349.45      16.66     0.34    -0.14     0.14     0.04     0.18    -0.01      16.69
2023-10-13     4,327.02      19.00     0.31     1.31     0.16    -0.02     0.21    -0.04      19.32
2023-10-16     4,371.80      17.23    -0.96    -0.31    -0.32    -0.15    -0.41    -0.00      17.21
2023-10-17     4,373.23      17.85    -0.07     0.51    -0.00    -0.03     0.09    -0.04      17.88
2023-10-18     4,314.09      19.59     1.25     0.36     0.40     0.21     0.26     0.07      19.22
2023-10-19     4,277.90      20.75     0.69     0.30     0.22     0.15     0.15     0.01      21.40
2023-10-20     4,223.52      21.19     1.09    -0.63     0.33     0.25     0.26     0.09      21.71
2023-10-23     4,216.85      20.77     0.16    -0.35     0.06     0.09    -0.07     0.03      20.37
2023-10-24     4,247.70      19.12    -0.66    -0.73    -0.20    -0.11    -0.19     0.00      18.97
2023-10-25     4,186.74      20.52     1.08     0.19     0.22     0.17     0.16     0.02      20.19
2023-10-26     4,136.80      20.97     0.78    -0.35     0.22     0.21     0.06     0.08      20.68
2023-10-27     4,118.31      21.00     0.22    -0.15     0.07     0.02     0.04     0.00      21.27
2023-10-30     4,166.56      19.56    -0.83    -0.24    -0.29    -0.13    -0.28    -0.00      19.75
2023-10-31     4,193.47      17.90    -0.31    -0.94    -0.11    -0.09    -0.09    -0.00      18.14
2023-11-01     4,237.60      16.86    -0.69    -0.48    -0.21    -0.14    -0.01     0.00      16.87
2023-11-02     4,317.96      15.49    -1.18    -0.32    -0.34    -0.24    -0.08    -0.02      15.66
2023-11-03     4,358.20      14.84    -0.51    -0.28    -0.16    -0.12    -0.01    -0.02      14.91
2023-11-06     4,367.05      14.63    -0.09    -0.03    -0.02    -0.00    -0.06    -0.02      14.89
2023-11-07     4,378.88      14.69    -0.12     0.20    -0.06    -0.04     0.01    -0.03      14.81
2023-11-08     4,383.09      14.43     0.03    -0.24    -0.00     0.02     0.05     0.02      14.45
2023-11-09     4,347.43      15.23     0.54     0.26     0.15     0.09     0.06     0.00      15.29
2023-11-10     4,415.26      13.92    -1.04    -0.31    -0.32    -0.20    -0.10    -0.02      14.17
2023-11-13     4,411.21      14.80     0.00     1.05    -0.05    -0.01    -0.14    -0.03      14.76
2023-11-14     4,496.43      14.27    -1.13     0.10    -0.29    -0.15     0.04     0.02      14.16
2023-11-15     4,503.53      14.03    -0.01    -0.25     0.02    -0.01     0.07    -0.01      14.18
2023-11-16     4,508.52      14.06    -0.03    -0.23    -0.00    -0.04     0.15    -0.00      14.32
2023-11-17     4,513.70      13.60    -0.03    -0.13    -0.02    -0.01    -0.04    -0.01      13.80
2023-11-20     4,548.33      13.23    -0.41     0.23    -0.12    -0.07    -0.21    -0.02      13.41
2023-11-21     4,538.33      13.24     0.02     0.13     0.00    -0.01    -0.07    -0.01      13.35
2023-11-22     4,556.23      12.88    -0.13    -0.11    -0.02    -0.06     0.04    -0.05      12.85
2023-11-24     4,559.34      12.26    -0.04    -0.61    -0.00     0.01     0.02     0.03      12.46
2023-11-27     4,550.75      12.35     0.03     0.16    -0.00    -0.01     0.05    -0.01      12.69
2023-11-28     4,554.83      12.46    -0.05     0.21    -0.02    -0.02     0.01    -0.02      12.69
2023-11-29     4,550.28      12.98     0.00     0.41     0.05     0.01    -0.02     0.00      12.98
2023-11-30     4,568.79      12.70    -0.22     0.02    -0.07    -0.05    -0.08    -0.02      12.92
2023-12-01     4,593.68      12.38    -0.27     0.14    -0.14    -0.02    -0.18     0.01      12.63
2023-12-04     4,569.87      12.63     0.25     0.12     0.06     0.04     0.04     0.00      13.08
2023-12-05     4,567.95      12.59     0.00    -0.05     0.00     0.06    -0.05     0.02      12.85
2023-12-06     4,549.80      13.00     0.14     0.35     0.05    -0.02    -0.02    -0.02      12.97
2023-12-07     4,585.00      12.89    -0.46     0.19    -0.11    -0.07    -0.07    -0.01      13.06
2023-12-08     4,604.03      12.16    -0.14    -0.46    -0.09    -0.04     0.01     0.00      12.35
2023-12-11     4,622.68      12.37    -0.24     0.34    -0.04    -0.07    -0.02    -0.03      12.63
2023-12-12     4,643.59      12.03    -0.18    -0.34    -0.04    -0.03     0.16    -0.01      12.07
2023-12-13     4,706.41      12.19    -0.46     0.45    -0.19    -0.08    -0.12     0.02      12.19
2023-12-14     4,719.46      12.36    -0.10    -0.04     0.01    -0.04     0.11    -0.03      12.48
2023-12-15     4,715.06      12.14     0.00     0.21    -0.03    -0.05    -0.04    -0.03      12.28
2023-12-18     4,740.46      12.35    -0.19     0.53    -0.07    -0.06    -0.12    -0.03      12.56
2023-12-19     4,768.54      12.51    -0.27     0.45    -0.09    -0.03    -0.01     0.01      12.53
2023-12-20     4,698.15      13.69     0.79     0.19     0.31     0.11     0.30    -0.00      13.67
2023-12-21     4,747.03      13.40    -0.54     0.29    -0.20    -0.10    -0.20    -0.03      13.65
2023-12-22     4,755.11      12.86    -0.20    -0.08    -0.09    -0.05    -0.09    -0.04      13.03
2023-12-26     4,774.94      12.93    -0.19     0.26    -0.03    -0.05    -0.00    -0.04      12.99
2023-12-27     4,782.50      12.34    -0.07    -0.37    -0.02    -0.03    -0.02     0.00      12.43
2023-12-28     4,783.83      12.30    -0.02    -0.02    -0.02     0.01    -0.06     0.00      12.47
2023-12-29     4,772.17      12.09     0.08    -0.20     0.02    -0.01    -0.01    -0.01      12.45
===================================================================================================

## CBOE Comparison Summary
======================================================================
Dates compared:              249
Mean error (Computed-Actual): -0.133
Mean |error|:               0.192
Max |error|:                0.790
Min |error|:                0.000

Date           Computed     Actual      Error
  --------------------------------------------
  2023-01-04        22.09      22.01     +0.079
  2023-01-05        22.40      22.46     -0.061
  2023-01-06        20.80      21.13     -0.332
  2023-01-09        21.66      21.97     -0.310
  2023-01-10        20.58      20.58     -0.003
  2023-01-11        21.14      21.09     +0.045
  2023-01-12        18.63      18.83     -0.196
  2023-01-13        17.70      18.35     -0.653
  2023-01-17        19.49      19.36     +0.133
  2023-01-18        20.24      20.34     -0.102
  2023-01-19        20.46      20.52     -0.058
  2023-01-20        19.69      19.85     -0.160
  2023-01-23        19.53      19.81     -0.279
  2023-01-24        19.27      19.20     +0.068
  2023-01-25        19.10      19.08     +0.020
  2023-01-26        18.59      18.73     -0.139
  2023-01-27        18.09      18.51     -0.423
  2023-01-30        19.73      19.94     -0.208
  2023-01-31        19.20      19.40     -0.198
  2023-02-01        18.15      17.87     +0.280
  2023-02-02        18.10      18.73     -0.629
  2023-02-03        17.98      18.33     -0.353
  2023-02-06        18.95      19.43     -0.481
  2023-02-07        18.15      18.66     -0.512
  2023-02-08        19.65      19.63     +0.015
  2023-02-09        20.52      20.71     -0.190
  2023-02-10        20.03      20.53     -0.498
  2023-02-13        20.60      20.34     +0.261
  2023-02-14        18.92      18.91     +0.007
  2023-02-15        18.12      18.23     -0.110
  2023-02-16        19.75      20.17     -0.417
  2023-02-17        19.23      20.02     -0.790
  2023-02-21        23.03      22.87     +0.164
  2023-02-22        22.40      22.29     +0.114
  2023-02-23        21.00      21.14     -0.143
  2023-02-24        21.31      21.67     -0.360
  2023-02-27        20.80      20.95     -0.145
  2023-02-28        20.27      20.70     -0.425
  2023-03-01        20.66      20.58     +0.077
  2023-03-02        19.62      19.59     +0.032
  2023-03-03        18.39      18.49     -0.102
  2023-03-06        18.64      18.61     +0.029
  2023-03-07        19.59      19.59     -0.000
  2023-03-08        19.06      19.11     -0.055
  2023-03-09        22.06      22.61     -0.547
  2023-03-10        24.11      24.80     -0.694
  2023-03-13        26.66      26.52     +0.136
  2023-03-14        23.77      23.73     +0.037
  2023-03-15        26.15      26.14     +0.007
  2023-03-16        23.03      22.99     +0.044
  2023-03-17        25.37      25.51     -0.138
  2023-03-20        24.09      24.15     -0.060
  2023-03-21        21.75      21.38     +0.367
  2023-03-22        21.94      22.26     -0.315
  2023-03-23        22.30      22.61     -0.307
  2023-03-24        21.59      21.74     -0.152
  2023-03-27        20.52      20.60     -0.085
  2023-03-28        19.86      19.97     -0.106
  2023-03-29        19.17      19.12     +0.051
  2023-03-30        18.81      19.02     -0.212
  2023-03-31        18.16      18.70     -0.544
  2023-04-03        18.23      18.55     -0.317
  2023-04-04        18.84      19.00     -0.162
  2023-04-05        19.08      19.08     +0.004
  2023-04-06        18.23      18.40     -0.169
  2023-04-10        18.80      18.97     -0.174
  2023-04-11        19.17      19.10     +0.071
  2023-04-12        19.16      19.09     +0.066
  2023-04-13        17.76      17.80     -0.041
  2023-04-14        16.86      17.07     -0.206
  2023-04-17        16.85      16.95     -0.105
  2023-04-18        16.66      16.83     -0.173
  2023-04-19        16.28      16.46     -0.182
  2023-04-20        17.13      17.17     -0.039
  2023-04-21        16.38      16.77     -0.390
  2023-04-24        16.64      16.89     -0.251
  2023-04-25        19.52      18.76     +0.756
  2023-04-26        18.96      18.84     +0.122
  2023-04-27        16.92      17.03     -0.108
  2023-04-28        15.60      15.78     -0.175
  2023-05-01        15.53      16.08     -0.553
  2023-05-02        17.41      17.78     -0.374
  2023-05-03        18.64      18.34     +0.302
  2023-05-04        19.92      20.09     -0.174
